roll_number,schoolname,address1,address2,address3,address4,county,local_auth,principalfirstname,principallastname,eircode,latitude,longitude,phone_no,email,schooltype
72300R,Corran College,Ballymote,Co Sligo,NULL,NULL,Sligo,Sligo County Council,Elaine,Harte,F56DP86,54.0910233,-8.515093,719183285,corrancollege@msletb.ie,Vocational
72310U,Coola Post Primary School,Riverstown,Via Boyle,Co Sligo,NULL,Sligo,Sligo County Council,Damien,McGoldrick,F52XE71,54.1538951,-8.3759378,719165365,coolapps@msletb.ie,Vocational
72320A,Coláiste Iascaigh,Easkey,Co Sligo,NULL,NULL,Sligo,Sligo County Council,Maeve,Kelly,F26EC56,54.2857405,-8.9561939,9649021,colaisteiascaigh@msletb.ie,Vocational
72330D,Grange Post Primary School,Grange,Co Sligo,NULL,NULL,Sligo,Sligo County Council,Eimear,Harte,F91F722,54.3916225,-8.5224947,719163514,secretary@grangepps.ie,Vocational
72360M,Ballinode College,Clarion Rd,Ballinode,Sligo,NULL,Sligo,Sligo County Council,David,McGuinness,F91DY66,54.2790053,-8.4591399,719145480,ballinodecollege@msletb.ie,Vocational
72370P,Borrisokane Community College,Borrisokane,Co Tipperary,NULL,NULL,Tipperary,Tipperary (NR) County Council,.,Matthew Carr,E45WC59,53.0010665,-8.1181204,6727268,info@borrisokanecc.ie,Vocational
72400V,Comeragh College,Tinvane,Carrick-On-Suir,NULL,NULL,Tipperary,Tipperary (SR) County Council,Kevin,Langton,E32AN26,52.3520793,-7.3890996,51640131,office@comeraghcollege.ie,Vocational
72420E,Raheen College,Clonmel,Co Tipperary,NULL,NULL,Tipperary,Tipperary (SR) County Council,.,Charlie McGeever,E91K2E2,52.3537524,-7.695879,526121450,info@cti-clonmel.ie,Vocational
72430H,Scoil Ruain,Killenaule,Thurles,Co Tipperary,NULL,Tipperary,Tipperary (SR) County Council,James,Williams,E41XY95,52.5719305,-7.6767407,529156332,jwilliams@tipperaryetb.ie,Vocational
72440K,Nenagh College,Dromin Road,Nenagh,Co Tipperary,NULL,Tipperary,Tipperary (NR) County Council,.,Damien Kennedy,E45VF51,52.8706725,-8.2011437,6731525,amelley@tipperaryetb.ie,Vocational
72450N,Newport College,Black Road,Newport,Co. Tipperary,NULL,Tipperary,Tipperary (NR) County Council,.,Clodagh Kelly,V94A3W4,52.7150905,-8.4064467,61378262,info@newportcollege.ie,Vocational
72480W,St. Ailbe's School,Rosanna Road,Tipperary Town,NULL,NULL,Tipperary,Tipperary (SR) County Council,Ruaidhri,Devitt,E34H596,52.4784701,-8.1565153,6251905,officeadmin@ailbes.com,Vocational
72490C,Coláiste Mhuire Co-Ed,Castlemeadows,Thurles,Co Tipperary,NULL,Tipperary,Tipperary (NR) County Council,Denis,Quinn,E41W678,52.6840722,-7.8256982,50421734,colaistemhuire@tipperaryetb.ie,Vocational
72520I,Coláiste Naomh Cormac,Kilcormac,Co Offaly,NULL,NULL,Offaly,Offaly County Council,Brian,Kehoe,R42R726,53.1793772,-7.7202134,579135048,mail@cnckilcormac.ie,Vocational
72530L,Ard Scoil Chiaráin Naofa,Frederick St.,Clara,Co. Offaly,NULL,Offaly,Offaly County Council,Roger,Geagan,R35H974,53.3404972,-7.6126786,579331231,secretary@ascnclara.ie,Vocational
72540O,Oaklands Community College,Sr. Senan Avenue,Edenderry,Co. Offaly,NULL,Offaly,Offaly County Council,Gerard,Connolly,R45R727,53.3368454,-7.0634784,469731573,principal@oaklandscc.ie,Vocational
72560U,Tullamore College,Riverside,Tullamore,Co. Offaly,NULL,Offaly,Offaly County Council,Edward,McEvoy,R35XC66,53.2756368,-7.4873,579321677,admin@tullamorecollege.ie,Vocational
76060U,Davitt College,Springfield,Castlebar,Co. Mayo,NULL,Mayo,Mayo County Council,Bernadette,Rowland,F23VY15,53.8571589,-9.2903781,949023060,davittcollege@msletb.ie,Vocational
76061W,Colaiste na Trocaire (Mercy Community College),Rathkeale,Co. Limerick,NULL,NULL,Limerick,Limerick County Council,Michael,Behan,V94Y685,52.520051,-8.934068,6964094,mercycc@eircom.net,Vocational
76062B,Castleknock Community College,Carpenterstown Road,Castleknock,Dublin 15,NULL,Dublin,Fingal County Council,John,Cronin,D15A996,53.371686,-6.390483,18221626,admin@castleknockcc.ie,Vocational
76063D,Colaiste Dun Iascaigh,Cashel Road,Cahir,Co Tipperary,NULL,Tipperary,Tipperary (SR) County Council,Peter,Creedon,E21NV38,52.3812565,-7.9175064,527442828,info@colaisteduniascaigh.ie,Vocational
76064F,Glanmire Community College,Brooklodge,Glanmire,Co.Cork,NULL,Cork,Cork County Council,Ronan,Mc Carthy,T45W965,51.9310997,-8.3842679,214822377,gmirecol@glanmirecc.ie,Vocational
76065H,Coláiste Cois Life,Gleann an Ghrífín,Leamhcán,Co Átha Cliath,NULL,Dublin,South Dublin County Council,Tomás,Ó Donnagáin,K78Y330,53.3496817,-6.4356457,16211825,eolas@colaistecoislife.ie,Vocational
76066J,Meánscoil San Nioclás,Rinn O gCuanach,Dún Garbhán,Co. Phort Láirge,NULL,Waterford,Waterford County Council,Seamus,Ó Cadhain,X35TD91,52.0477152,-7.5755797,5846464,runai@meanscoil.ie,Vocational
76067L,Colaiste Pobail Naomh Mhuire,CREGGANE,STATION ROAD,BUTTEVANT,CO. CORK,Cork,Cork County Council,Donal,O'Sullivan,P51NW93,52.2362182,-8.6772107,2223733,admin@buttevantcolaiste.ie,Vocational
76068N,Coláiste na Sceilge,Caherciveen,Co. Kerry,NULL,NULL,Kerry,Kerry County Council,Maurice,Fitzgerald,V23Y003,51.9401427,-10.2408435,669473335,info@colaistenasceilge.ie,Vocational
76069P,Colaiste Phobáil Ros Cré,Corville Road,Roscrea,Co Tipperary,NULL,Tipperary,Tipperary (NR) County Council,.,Michael O'Connor,E53V449,52.9538002,-7.7907329,50523939,ColaistePhobal@tipperaryetb.ie,Vocational
76070A,Coláiste Iósaef,Abbeyfarm,Kilmallock,Co. Limerick,NULL,Limerick,Limerick County Council,Noel,Kelly,V35E860,52.4043212,-8.5781852,6398275,office@cik.ie,Vocational
76072E,Abbey Community College,Boyle,Co Roscommon,NULL,NULL,Roscommon,Roscommon County Council,David,Harding,F52HK46,53.969034,-8.29916,719664646,david.harding@gretb.ie,Vocational
76073G,Castletroy College,Newtown,Castletroy,Co Limerick,NULL,Limerick,Limerick County Council,Padraig,Flanagan,V946D85,52.6631336,-8.5408984,61330785,admin@castletroycollege.ie,Vocational
76075K,St John Bosco Community College,Kildysart,Ennis,Co. Clare,NULL,Clare,Clare County Council,Denis,O'Rourke,V95TXF1,52.6726705,-9.1046003,656832300,denis.orourke@lcetb.ie,Vocational
76076M,Colaiste Chraobh Abhann,Creowen,Kilcoole,Co Wicklow,NULL,Wicklow,Wicklow County Council,.,Oliver Stack,A63WF10,53.1002438,-6.0653897,12870198,reception@colaisteca.ie,Vocational
76077O,Larkin Community College,Champions Avenue,Dublin 1,NULL,NULL,Dublin,Dublin City Council,Thomas,Usher,D01WD93,53.3522063,-6.2570492,18742363,janet.rooney@lcc.cdetb.ie,Vocational
76078Q,Skerries Community College,Skerries,Co. Dublin,NULL,NULL,Dublin,Fingal County Council,Kevin,Mc Laughlin,K34HH29,53.5792175,-6.1158609,18490011,info@skerriescc.ie,Vocational
76079S,Coláiste Phobail Cholmcille,Baile Úr,Oileán Thoraí,Doirí Beaga,Co. Dhún Na nGall,Donegal,Donegal County Council,Máire,Clár Nic Mhathúna,F92X023,55.2647334,-8.2212443,749165448,cpcthorai@donegaletb.ie,Vocational
76081F,Coláiste Ailigh,Cnoc na Móna,Leitir Ceanainn,Co Dhún na nGall,NULL,Donegal,Donegal County Council,Michéal,Ó Giobúin,F92N2HE,54.9627237,-7.7241272,749125943,colaisteailigh@donegaletb.ie,Vocational
76082H,Abbey Community College,Abbey Rd,Ferrybank,Waterford,NULL,Kilkenny,Kilkenny County Council,Detta,Cahill,X91PC91,52.264237,-7.101846,51832930,info@abbeycommunitycollege.com,Vocational
76083J,Magh Ene College,Church Road,Bundoran,Co Donegal,NULL,Donegal,Donegal County Council,Pat,Tighe (Acting),F94YT78,54.4755152,-8.2778962,719841244,maghene@donegaletb.ie,Vocational
76084L,Moville Community College,Carrownaff,Moville,Co Donegal,NULL,Donegal,Donegal County Council,Anthony,Doogan,F93DN29,55.1872073,-7.0519345,749385988,moville@donegalvec.ie,Vocational
76085N,Gaelcholáiste Reachrann,Bóthar Mhainistir na Gráinsí,Domhnach Míde,Baile Atha Cliath 13,NULL,Dublin,Fingal County Council,Máire,Ní Ghealbháin,D13NP52,53.3993137,-6.1561837,18770935,oifig@gcreachrann.ie,Vocational
76086P,MARIA IMMACULATA COMMUNITY COLLEGE,Dunmanway,Co Cork,NULL,NULL,Cork,Cork County Council,Fiona,Nic Chárthaigh,P47AP82,51.7146221,-9.1153355,238856030,miccinfo@corketb.ie,Vocational
76088T,Ratoath College,Jamestown,Ratoath,Co. Meath,NULL,Meath,Meath County Council,Seamus,Meehan (Acting),A85TW84,53.499422,-6.4575933,18254102,ratoathcollege@lmetb.ie,Vocational
76089V,MOHILL COMMUNITY COLLEGE,MOHILL,CO LEITRIM,NULL,NULL,Leitrim,Leitrim County Council,.,Una Duffy,N41YT72,53.9228706,-7.8715063,719631208,mohillcommunitycollege@msletb.ie,Vocational
76090G,Coláiste Pobail Bheanntraí,SESKIN,BANTRY,CO CORK,NULL,Cork,Cork County Council,Kevin,Healy,P75TE27,51.6739835,-9.4463403,2756434,principal@colaistepobailbheanntrai.com,Vocational
76091I,Coláiste Oiriall,Cnoc an Chonnaidh,Br. Ard Mhacha,Muineachán,Co. Mhuineacháin,Monaghan,Monaghan County Council,Brendan,O Dufaigh,H18W897,54.2625795,-6.9504065,4772344,eolas@oiriall.ie,Vocational
76092K,PRESENTATION COMMUNITY COLLEGE,TERENURE,DUBLIN 6W,NULL,NULL,Dublin,Dublin City Council,Darrell,Darcy,D6WCP28,53.3108882,-6.2863607,14902404,info@pct.cdetb.ie,Vocational
76093M,COLÁISTE ÍDE AGUS IOSAEF,ABBEYFEALE,CO LIMERICK,NULL,NULL,Limerick,Limerick County Council,Liam,Murphy,V94F7X4,52.3863935,-9.2961483,6830631,colaisteideagusiosef@lcetb.ie,Vocational
76096S,Coláiste Mhuirlinne/Merlin College,c/o Galway-Roscommon ETB,Doughiska Road,NULL,Galway,Galway,Galway City Council,John,Cleary,H91309Y,53.2824504,-8.9848373,123456,john.cleary@gretb.ie,Vocational
76097U,ADAMSTOWN COMMUNITY COLLEGE,Station Rd,Adamstown,Lucan,Co. Dublin,Dublin,South Dublin County Council,Dave,Anderson,K78WP89,53.3367995,-6.4620533,16540348,info.adamstowncc@ddletb.ie,Vocational
76098W,Coláiste Pobail Setanta,Colaiste Pobail Setanta,Phibblestown,Clonee,Dublin 15,Dublin,Fingal County Council,Liam,Walsh,D15EY17,53.3977573,-6.4348173,16402403,admin@cpsetanta.ie,Vocational
76099B,Coláiste Chill Mhantáin,Burkeen,Wicklow Town,Co Wicklow,NULL,Wicklow,Wicklow County Council,Padraig,Donoghue,A67TV21,52.9856,-6.0665151,40461863,admin.ccm@wicklowvec.ie,Vocational
76101I,GAELCHOLÁISTE LUIMNIGH,MEAL SIOR ANRAÍ,LUIMNEACH,NULL,NULL,Limerick,Limerick City Council,Donncha,Ó Treasaigh,V94V2Y9,52.6665912,-8.6201342,61404959,eolas@gcluimnigh.ie,Vocational
76102K,Coláiste an Eachréidh,An Coiléar Bán,Baile Átha an Rí,Co na Gaillimhe,NULL,Galway,Galway County Council,Brian,O'Maoilchiaran,H65YT10,53.3011203,-8.7467822,91874590,colaiste.aneachreidh@gretb.ie,Vocational
76103M,Colaiste na hInse,Bettystown,Co Meath,NULL,NULL,Meath,Meath County Council,Liam,Reilly (Acting),A92NY30,53.6928674,-6.2455013,419813335,colaistenahinse@lmetb.ie,Vocational
76104O,Donabate Community College,"Portrane Road,",Donabate,Co Dublin,NULL,Dublin,Fingal County Council,Anthony,Creevey,K36F598,53.4899919,-6.1458709,18436726,info@donabatecc.ie,Vocational
76105Q,Banagher College,Banagher,Co. Offaly,NULL,NULL,Offaly,Offaly County Council,Paddy,Scales,R42RF66,53.1868093,-7.9863692,579151323,admin@bccns.ie,Vocational
76106S,Gaelcholáiste na Mara,Pairc Na bPiarsach,Bothar an Ghleanntain,Arklow,Co.Wicklow,Wicklow,Wicklow County Council,Tony,Ó Murchú,Y14DX27,52.8013701,-6.1669672,40291764,gaelcholaistenamara@gmail.com,Vocational
76107U,Gaelcholáiste Chineál Eoghain,Muileann Thulaigh Gharbháin,Bun Cranncha,Co. Dhún na nGall,NULL,Donegal,Donegal County Council,Éabha,Ní Mhonacháin,F93XT38,55.1440137,-7.4527558,749322350,cce@donegalvec.ie,Vocational
76127D,Creagh College,Carnew Road,Gorey,Co. Wexford,NULL,Wexford,Wexford County Council,Paul,Glynn,Y25V6Y9,52.6755231,-6.3143657,539484035,info@creaghcollege.com,Vocational
76129H,Ardgillan Community College,Castlelands,Balbriggan,NULL,Co Dublin,Dublin,Fingal County Council,Nuala,Ni Mhurchu,K32KK33,53.6006598,-6.1805202,19680734,info@ardgillancc.ie,Vocational
76130P,Luttrellstown Community College,Luttrellstown Community College,Porterstown Road,Clonsilla,Dublin 15,Dublin,Fingal County Council,Fionnuala,Ní Chaisil,D15DY29,53.3753316,-6.4088352,18228060,info.luttrellstowncc@ddletb.ie,Vocational
76150V,Coláiste Pobail Acla,Achill Sound,Westport,Co. Mayo,NULL,Mayo,Mayo County Council,Paul,Fahy (as per OR 2017-18),F28CP49,53.932702,-9.9136906,9845139,info@cpacla.ie,Vocational
76152C,Kishoge Community College,Thomas Omer Way,Lucan,NULL,NULL,Dublin,South Dublin County Council,Niall,Hare,K78DC89,53.3362276,-6.4245941,16877482,reception@kishogecc.ie,Vocational
76173K,"Colaiste na Mí, Navan, Co. Meath",Johnstown Educational Campus,Johnstown,Navan,Co Meath,Meath,Meath County Council,Patrick,Carr (Acting),C15T028,53.6432835,-6.6491566,469012130,colaistenami@lmetb.ie,Vocational
76193Q,Maynooth Community College,Maynooth Education Campus,Moyglare Road,Maynooth,Co. Kildare,Kildare,Kildare County Council,Siobhain,McCauley,W23HC66,53.3843289,-6.5954684,01 628 6060,principal@mcc.edu.ie,Vocational
76194S,Naas Community College,Craddockstown Road,Naas,Co Kildare,NULL,Kildare,Kildare County Council,Ciarán,Keegan,W91PD87,53.207033,-6.651252,45888817,naascc@kwetb.ie,Vocational
76195U,Coláiste Chú Chulainn,Lower Marshes,Dundalk,CO. LOUTH,NULL,Louth,Louth County Council,Tomas,Sharkey,A91F75P,54.0005944,-6.3956471,429354553,colaistecc@lmetb.ie,Vocational
76196W,DE LACY COLLEGE,Education Campus,Killegland,Ashbourne,NULL,Meath,Meath County Council,Janice,Corrigan,A84VF79,53.5114491,-6.4155032,15241075,colaistedelacy@lmetb.ie,Vocational
76213T,Lusk Community College,Raheny Lane,Rathmore Road,Lusk,Co. Dublin,Dublin,Fingal County Council,Pat,Cole,K45WN50,53.5297103,-6.1565443,15130000,patrickcole@luskcc.ie,Vocational
76233C,Coláiste Bhaile Chláir,Claregalway,Co. Galway,NULL,NULL,Galway,Galway County Council,Alan,Mongey,H91D635,53.3351311,-8.9365793,91799001,info.claregalway@gretb.ie,Vocational
76273O,Gaelcholáiste Charraig Ui Leighin,Gaelcholáiste Charraig Uí Leighin,Tigh Pháirc an Uisce,Carraig Uí Leighin,NULL,Cork,Cork County Council,Donnchadh,Ó Cróinín,P43YW71,51.8163846,-8.3863567,021 4374217,eolas@gaelcholaistecul.ie,Vocational
76293U,Kingswood Community College,Ballymount Road,Kingswood Heights,Tallaght,Dublin 24,Dublin,South Dublin County Council,Deborah,Dunne,D24X2FP,53.3066255,-6.3721623,01 4517793,info@kingswoodcc.ie,Vocational
76313A,Coláiste Dún an Rí,Kingscourt,Co Cavan,NULL,NULL,Cavan,Cavan County Council,FERGAL,BOYLE,A82K5W7,53.9097387,-6.8058147,429698294,info@dunanricollege.ie,Vocational
76333G,Carrigtwohill Post Primary,Unit A2,Fota Business Park,Carrigtwohill,Co. Cork,Cork,Cork County Council,Lorna,Dundon,T45XN23,51.9100964,-8.2937738,214853488,Carrigtwohillcc@corketb.ie,Vocational
76334I,St Joseph's Community College,St. Joseph's Community College,Charlestown,NULL,NULL,Mayo,Mayo County Council,John,Killeen,F12WE19,53.960325,-8.801422,094-9254211,info@sjcc.ie,Vocational
76394D,Clonturk College,Swords Road,Whitehall,Dublin 9,NULL,Dublin,Dublin City Council,.,Wesleigh O'Hagan,D09W5K6,53.3794545,-6.2482653,15596960,info@clonturkcc.cdetb.ie,Vocational
76414G,Thomond Community College,Moylish Park,Moylish,Limerick,NULL,Limerick,Limerick City Council,.,Norma O' Brien,V94V342,52.6784932,-8.6489581,061 452422,info@thomondcc.ie,Vocational
76454S,Griffeen Community College,c/o Kishogue Community College,Thomas Omar Way,Lucan,Co. Dublin,Dublin,South Dublin County Council,Rachel,McGrath,K78DC89,53.3360403,-6.4267664,16212392,rachelmcgrath@griffeencc.ie,Vocational
76474B,Dunamase College (Colaiste Dhun Masc),Railway Street,Portlaoise,Co. Laois,NULL,Laois,Laois County Council,Aoife,Elster,nan,53.0348752,-7.2989741,578664696,info@dunamasecollege.ie,Vocational
76475D,Swords Community College,Jugback Lane,Swords,NULL,NULL,Dublin,Fingal County Council,Mark,McDonald,K67YN93,53.4655394,-6.2258002,01 22 33 067,info@swordscc.ie,Vocational
76476F,Mungret Community College,Old Stables Mungret College,Dromdarrig,Mungret,Co Limerick,Limerick,Limerick City Council,Liam,O'Mahony,V94ND77,52.6311513,-8.6812675,087 6742940,liam.omahoney@lcetb.ie,Vocational
76534Q,Coláiste Naomh Eoin,Inis Meáin,Oileáin Árann,NULL,NULL,Galway,Galway County Council,UNKNOWN,None,nan,53.0871596,-9.5890719,9973991,eolas.eoin@gretb.ie,Vocational
81001I,Newpark Comprehensive School,Newtown Park Avenue,Blackrock,Co Dublin,NULL,Dublin,Dun Laoghaire Rathdown,EOIN,NORTON,A94EV70,53.2898876,-6.173119,12883724,office@newparkschool.ie,Comprehensive
81002K,Mount Temple Comprehensive School,Malahide Road,Dublin 3,NULL,NULL,Dublin,Dublin City Council,LIAM,C WEGIMONT,D03DX79,53.3689601,-6.2225975,18336984,office@mounttemple.ie,Comprehensive
81005Q,St Aidans Comprehensive School,Cootehill,Co Cavan,NULL,NULL,Cavan,Cavan County Council,MARY,ANN SMITH,H16CV91,54.066793,-7.062664,495552161,office@staidans.ie,Comprehensive
81006S,Tarbert Comprehensive School,Tarbert,Listowel,Co Kerry,NULL,Kerry,Kerry County Council,RICHARD,PRENDIVILLE,V31WD66,52.5739636,-9.3837619,6836105,admin@tarbertcs.ie,Comprehensive
81007U,Shannon Comprehensive School,Shannon,Co Clare,NULL,NULL,Clare,Clare County Council,MARY,COSTELLO,V14Y434,52.7049505,-8.8796984,61361428,info@shannoncomp.ie,Comprehensive
81008W,Ashton School,Blackrock Road,Cork,NULL,NULL,Cork,Cork City Council,AAN,JOHN LANDEN,T12AF50,51.8925892,-8.4518135,214966044,principal@ashton.ie,Comprehensive
81009B,Boherbue Comprehensive School,Boherbue,Mallow,Co Cork,NULL,Cork,Cork County Council,VERA,LEADER,P51TK28,52.1595794,-9.0622809,2976032,office@boherbuecs.com,Comprehensive
81010J,St Columba's Comprehensive School,Glenties,Co Donegal,NULL,NULL,Donegal,Donegal County Council,NCES,BONER,F94C421,54.7994626,-8.2861285,749551172,admin@glentiescomp.com,Comprehensive
81011L,The Royal and Prior School,RAPHOE,Lifford,Co. Donegal,NULL,Donegal,Donegal County Council,HOWARD,TERENCE WELCH,F93T298,54.8760744,-7.5898148,749145389,principal@royalandprior.ie,Comprehensive
81012N,Scoil Chuimsitheach Chiaráin,An Cheathrú Rua,Co na Gaillimhe,NULL,NULL,Galway,Galway County Council,SEAN,MARTIN MACDONNCHA,H91N267,53.2622391,-9.5978179,91595215,scoilcc@eircom.net,Comprehensive
81013P,St. Clare's Comprehensive School,Manorhamilton,Co. Leitrim,NULL,NULL,Leitrim,Leitrim County Council,JOHN,T IRWIN,F91FY82,54.3019209,-8.1769719,719855087,office@stclarescomprehensive.ie,Comprehensive
81014R,Crescent College Comprehensive,Dooradoyle Rd,Dooradoyle,Limerick,NULL,Limerick,Limerick City Council,DIARMUID,MULLINS,V94W6W8,52.6366286,-8.640789,61229655,info@crescentsj.com,Comprehensive
81016V,East Glendalough School,Station Road,Wicklow Town,Co. Wicklow,NULL,Wicklow,Wicklow County Council,CRAIG,PETRIE,A67PC52,52.9873192,-6.0544475,40469608,info@egs.ie,Comprehensive
81017A,TRINITY COMPREHENSIVE SCHOOL,BALLYMUN ROAD,DUBLIN 9,NULL,NULL,Dublin,Dublin City Council,NCES,L NEARY,D09TN22,53.3935792,-6.2634717,18428356,info@trinitycomp.ie,Comprehensive
91301D,Holy Family Community School,Kilteel Road,Rathcoole,Co Dublin,NULL,Dublin,South Dublin County Council,BRENDA,KELLY,D24FT54,53.2776391,-6.4794318,14580766,info@hfcs.ie,Community
91302F,Phobailscoil Iosolde,Palmerstown,Dublin 20,NULL,NULL,Dublin,South Dublin County Council,LORRAINE,O'TOOLE,D20P236,53.3488913,-6.3768632,16265991,office@palmerstowncs.ie,Community
91305L,Ballinteer Community School,Broadford Road,Ballinteer,Dublin 16,NULL,Dublin,Dun Laoghaire Rathdown,DAVID,O'CONNELL,D16XF79,53.280917,-6.2602675,12988195,admin@ballinteercs.ie,Community
91310E,Cabinteely Community School,Johnstown Road,Cabinteely,Dublin 18,NULL,Dublin,Dun Laoghaire Rathdown,CLARE,GARRIHY,D18VH73,53.261887,-6.146344,12852137,office@cabinteelycs.ie,Community
91315O,Scoil Phobail Chuil Mhin,Cluain Saileach,Baile Atha Cliath 15,NULL,NULL,Dublin,Fingal County Council,PATRICIA,MC PHILLIPS,D15FW97,53.3886899,-6.39567,18214141,principal@coolminecs.ie,Community
91316Q,Blakestown Community School,Sheepmoor Avenue,Blanchardstown,Dublin 15,NULL,Dublin,Fingal County Council,NCIS,MILLING,D15F978,53.3960209,-6.4027919,18215522,admin@blakestowncs.ie,Community
91318U,The Donahies Community School,Streamville Road,Dublin 13,NULL,NULL,Dublin,Dublin City Council,PETER,KEOHANE,D13YN77,53.3929374,-6.1732944,18473522,office@donahiescs.ie,Community
91324P,Portmarnock Community School,Carrickhill Road,Portmarnock,Co Dublin,NULL,Dublin,Fingal County Council,EITHNE,DEENEY,D13F766,53.431772,-6.13749,18038056,office@portmarnockcommunityschool.ie,Community
91325R,Malahide Community School,Broomfield,Malahide,Co. Dublin,NULL,Dublin,Fingal County Council,DAVID,HAYES,K36PR28,53.438265,-6.1526534,18463244,office@malahidecs.ie,Community
