,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Local Authority,Eircode,Principal Name,Email,Phone,DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Fee Paying School (Y/N),Pupil Attendance Type,School Gender - Post Primary,Irish Classification - Post Primary,Post Primary School Type,Ethos/Religion,FEMALE,MALE,TOTAL (2019-20),School,Unnamed: 0,FullAddress,Latitude,Longitude
668,91388S,Carrigaline Community School,Waterpark,Carrigaline,Co Cork,,Cork,Cork County Council,P43XE06,MR. PAUL RAYMOND BURKE,info@carrigcs.ie,0214372300,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,554.0,540.0,1094,"Carrigaline Community School, Waterpark, Carrigaline",668,"Waterpark, Carrigaline Middle, Carrigaline, Co. Cork, P43 TX65, Ireland",51.8180177,-8.3865783
669,91390F,Millstreet Community School,Millstreet Town,Co Cork,,,Cork,Cork County Council,P51CA34,MR. PÓL O' SÍODHCHÁIN,info@millstreetcommunityschool.ie,02970087,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,174.0,155.0,329,"Millstreet Community School, Millstreet Town, Co Cork",669,"Coomlogane, Millstreet, Co. Cork, Ireland",52.06227699999999,-9.0690189
670,91391H,St Peter's Community School,Passage West,Co Cork,,,Cork,Cork County Council,T12DX46,MR. DEREK DUNNE,office@stpeters.ie,0214841599,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,177.0,189.0,366,"St Peter's Community School, Passage West, Co Cork",670,"Passage West, Maulbaun, Passage West, Co. Cork, Ireland",51.8662938,-8.3402873
671,91396R,Douglas Community School,Clermont Avenue,Douglas,Cork,,Cork,Cork City Council,T12HF77,MR. PATRICK BARRY,admin@dcscork.ie,0214294201,N,N,N,N,Day,Boys,No subjects taught through Irish,Community,INTER DENOMINATIONAL,,508.0,508,"Douglas Community School, Clermont Avenue, Douglas",671,"Clermont Ave, Douglas, Cork, T12 HF77, Ireland",51.8788253,-8.4430259
672,91397T,Bishopstown Community School,Westgate Road,Bishopstown,Cork,,Cork,Cork City Council,T12KP78,MS. EDWINA GOTTSTEIN,office@bishopstown-cs.ie,0214544311,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,149.0,156.0,305,"Bishopstown Community School, Westgate Road, Bishopstown",672,"Westgate Rd, Bishopstown, Cork, Ireland",51.883534,-8.5247678
673,91400F,Mayfield Community School,Old Youghal Road,Mayfield,Cork,,Cork,Cork City Council,T23DP95,MR. KIERAN GOLDEN,admin@mayfieldcs.ie,0214506855,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,111.0,171.0,282,"Mayfield Community School, Old Youghal Road, Mayfield",673,"Old Youghal Rd, Mayfield, Cork, T23 DP95, Ireland",51.9125599,-8.4436422
674,91406R,Carndonagh Community School,Carndonagh Community School,P.O. Box 4,Carndonagh,Co Donegal,Donegal,Donegal County Council,F93VK61,MR. PAUL.I FIORENTINI,admin@carndonaghcs.ie,0749374260,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,526.0,534.0,1060,"Carndonagh Community School, Carndonagh Community School, P.O. Box 4",674,"Church Rd, Gort Glebe, Carndonagh, Co. Donegal, Ireland",55.24996119999999,-7.2698014
675,91407T,Rosses Community School,Chapel Rd,Dungloe,Co Donegal,,Donegal,Donegal County Council,F94NX79,MR. JOHN GORMAN,jgorman@rossescommunityschool.ie,0749521122,Y,Y,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,180.0,224.0,404,"Rosses Community School, Chapel Rd, Dungloe",675,"Dunglow, Dungloe, Co. Donegal, Ireland",54.9495334,-8.3516908
676,91408V,Pobalscoil Chloich Cheannfhaola,An Fálcarrach,Leitir Ceanainn,Co. Dhún na nGall,,Donegal,Donegal County Council,F92KR25,MS. MAEVE SWEENEY,info@pccfalcarragh.ie,0749135424,Y,Y,N,N,Day,Mixed,Some pupils taught some subjects through Irish,Community,INTER DENOMINATIONAL,235.0,210.0,445,"Pobalscoil Chloich Cheannfhaola, An Fálcarrach, Leitir Ceanainn",676,"Ballyconnell, Falcarragh, Co. Donegal, F92 KR25, Ireland",55.1418815,-8.099637
677,91409A,Pobalscoil Ghaoth Dobhair,Na Doirí Beaga,Leitir Ceannain,Co. Dhún na nGall.,,Donegal,Donegal County Council,F92HX52,MR. JAMES O'BRIEN,pobalscoilgd.ias@eircom.net,0749531311,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Community,INTER DENOMINATIONAL,222.0,229.0,451,"Pobalscoil Ghaoth Dobhair, Na Doirí Beaga, Leitir Ceannain",677,"6 Port Arthur View, Lunniagh, Derrybeg, Co. Donegal, Ireland",55.0966183,-8.2786306
678,91411K,Scoil Phobail Mhic Dara,Carna,Co na Gaillimhe,,,Galway,Galway County Council,H91DH50,UAS. DARA O MAOILCHIARAIN,eolas@spmd.ie,095 32245,Y,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Community,INTER DENOMINATIONAL,53.0,43.0,96,"Scoil Phobail Mhic Dara, Carna, Co na Gaillimhe",678,"Carna, Co. Galway, Ireland",53.323963,-9.818425999999999
679,91412M,Scoil Phobail,Ardbear,Clifden,Co Galway,,Galway,Galway County Council,H71W673,MISS MARY KELLY,info@clifdencs.ie,09521184,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,213.0,220.0,433,"Scoil Phobail, Ardbear, Clifden",679,"Ballyconneely Road, Ardbear, Clifden, Co. Galway, Ireland",53.4784073,-10.0218079
680,91413O,Portumna Community School,St. Brigid's Road,Portumna,Co. Galway,,Galway,Galway County Council,H53N403,MR. SHANE MC CLEARN,principal@portumnacs.ie,0909741053,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,221.0,221.0,442,"Portumna Community School, St. Brigid's Road, Portumna",680,"St Brigids Rd, Fairyhill, Portumna, Co. Galway, Ireland",53.0940952,-8.2200886
681,91414Q,Dunmore Community School,Dunmore,Co Galway,,,Galway,Galway County Council,H54KP03,MR. DECLAN QUINN,accounts@dunmorecs.ie,09338203,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,109.0,175.0,284,"Dunmore Community School, Dunmore, Co Galway",681,"Barrack St, Abbeyland South, Dunmore, Co. Galway, Ireland",53.61665499999999,-8.740063899999999
682,91426A,Mountmellick Community School,Mountmellick,Co Laois,,,Laois,Laois County Council,R32A099,MR. LAWRENCE JOSEPH CURTIN,office@mountmellickcs.ie,0578624220,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,282.0,252.0,534,"Mountmellick Community School, Mountmellick, Co Laois",682,"Market St, Townparks, Mountmellick, Co. Laois, Ireland",53.1176082,-7.3271745
683,91427C,Heywood Community School,Ballinakill,Portlaoise,Co. Laois,,Laois,Laois County Council,R32FE04,MR. PHILIP BOWE,admin@heywood.ie,0578733333,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,359.0,384.0,743,"Heywood Community School, Ballinakill, Portlaoise",683,"Haywood Demesne, Ballinakill, Co. Laois, Ireland",52.8854295,-7.3003724
684,91431Q,Ramsgrange Community School,Ramsgrange,New Ross,Co Wexford,,Wexford,Wexford County Council,Y34YY17,MS. RACHEL O'CONNOR,office@ramsgrangecommunityschool.ie,051389211,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,219.0,253.0,472,"Ramsgrange Community School, Ramsgrange, New Ross",684,"Unnamed Road, Ramsgrange, Co. Wexford, Ireland",52.2456153,-6.915785899999999
685,91436D,Moyne Community School,Moyne,Co Longford,,,Longford,Longford County Council,N39T860,MR. DESMOND CULLEN,office@moynecs.ie,0494335114,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,295.0,306.0,601,"Moyne Community School, Moyne, Co Longford",685,"Moyne, Farmullagh, Moyne, Co. Longford, Ireland",53.9087849,-7.647365499999999
686,91441T,Ardee Community School,Ardee,Co Louth,,,Louth,Louth County Council,A92F838,MS. MARY JACKSON,info@ardeecs.ie,0416853557,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,440.0,527.0,967,"Ardee Community School, Ardee, Co Louth",686,"Stonylane, Ardee, Co. Louth, Ireland",53.8515668,-6.5463663
687,91447I,St Caimin's Community School,Tullyvarraga,Shannon,Co. Clare.,Co. Clare.,Clare,Clare County Council,V14XY54,MR. ALAN JOHN CUNNINGHAM,info@stcaimins.ie,061364211,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,354.0,405.0,759,"St Caimin's Community School, Tullyvarraga, Shannon",687,"Tullyvarraga, Shannon, Co. Clare, Ireland",52.70536509999999,-8.8627477
688,91448K,Kilrush Community School,Kilrush,Co. Clare,,,Clare,Clare County Council,V15KT04,MR. JOHN BRODY,posh@kilrushcoms.com,0659051359,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,214.0,217.0,431,"Kilrush Community School, Kilrush, Co. Clare",688,"Kilrush, Co. Clare, Ireland",52.6423229,-9.4836843
689,91456J,St Ciaran's Community School,Navan Rd,Kells,Co Meath,,Meath,Meath County Council,A82N677,MS. CARA MCLOUGHLIN,office@stciaranscs.ie,0469241551,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,116.0,530.0,646,"St Ciaran's Community School, Navan Rd, Kells",689,"Gardenrath, Kells, Co. Meath, Ireland",53.724565,-6.871833
690,91461C,Ballyhaunis Community School,Knock Road,Ballyhaunis,Co.Mayo,,Mayo,Mayo County Council,F35RF63,MR. JOHN DAVID MCDONAGH,principal@ballyhauniscs.ie,0949630235,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,333.0,306.0,639,"Ballyhaunis Community School, Knock Road, Ballyhaunis",690,"Knock Rd, Tooraree, Ballyhaunis, Co. Mayo, Ireland",53.7652628,-8.780729
691,91462E,Ballinrobe Community School,Convent Road,Ballinrobe,Co Mayo,,Mayo,Mayo County Council,F31XD53,MR. WILLIAM CULKEEN,info@ballinrobecs.ie,0949541777,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,349.0,325.0,674,"Ballinrobe Community School, Convent Road, Ballinrobe",691,"Convent Rd, Friarsquarter West, Ballinrobe, Co. Mayo, Ireland",53.62317960000001,-9.2123198
692,91491L,St.Brendan's Community School,Birr,Co Offaly,,,Offaly,Offaly County Council,R42KN92,MRS. MARY R LOUGHNANE,info@stbrendanscsbirr.ie,0579120510,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,408.0,429.0,837,"St.Brendan's Community School, Birr, Co Offaly",692,"Birr, Townparks, Birr, Co. Offaly, Ireland",53.1050072,-7.916319700000001
693,91492N,Gorey Community School,Esmonde Street,Gorey,Co. Wexford,,Wexford,Wexford County Council,Y25YX29,MR. MICHAEL FINN,office@goreycs.ie,0539421000,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,753.0,785.0,1538,"Gorey Community School, Esmonde Street, Gorey",693,"Esmonde St, Mill Lands, Gorey, Co. Wexford, Ireland",52.6731779,-6.2876501
694,91493P,Castlerea Community School,Castlerea,Co. Roscommon,,,Roscommon,Roscommon County Council,F45ER02,MS. EILEEN RYAN,principalcastlereacs@gmail.com,0949620177,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,163.0,187.0,350,"Castlerea Community School, Castlerea, Co. Roscommon",694,"Castlerea, Knockroe, Castlerea, Co. Roscommon, Ireland",53.7656374,-8.4837213
695,91494R,St Louis Community School,Chapel Street,Kiltimagh,Co Mayo,,Mayo,Mayo County Council,F12RP76,Mr Cahil Doherty,admin@stlouiscs.com,0949381228,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,291.0,293.0,584,"St Louis Community School, Chapel Street, Kiltimagh",695,"Kiltimagh, Cordarragh, Kiltimagh, Co. Mayo, Ireland",53.8484098,-9.0020908
696,91495T,Ashbourne Community School,Deerpark,Ashbourne,Co Meath,,Meath,Meath County Council,A84T925,MS. AINE O'SULLIVAN,admin@ashcom.ie,018353066,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,431.0,552.0,983,"Ashbourne Community School, Deerpark, Ashbourne",696,"Dublin Road, 1 Deerpark, Archerstown, Ashbourne, Co. Meath, Ireland",53.5041275,-6.388115200000001
697,91496V,Community School,Carrick-On-Shannon,Leitrim,,,Leitrim,Leitrim County Council,N41VX63,MR. ADRIAN JACKSON,info@carrickcs.ie,0719620880,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,327.0,338.0,665,"Community School, Carrick-On-Shannon, Leitrim",697,"2-12 Glen Carrick, Summerhill, Carrick-On-Shannon, Co. Leitrim, N41 XE09, Ireland",53.94903799999999,-8.085044
698,91497A,Cashel Community School,"Dualla Road,","Cashel,",Co Tipperary.,,Tipperary,Tipperary (SR) County Council,E25YT50,MR. JOHN GALLAGHER,jga@cashelcommunityschool.ie,062 61167,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,412.0,440.0,852,"Cashel Community School, Dualla Road,, Cashel,",698,"3a Bishop's Ave, St. Francisabbey, Co. Tipperary, Ireland",52.5190242,-7.880995700000001
699,91498C,Gort Community School,Gort,Co. Galway,,,Galway,Galway County Council,H91C9K1,MR. BRIAN CROSSAN,info@gortcs.com,091632163,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,410.0,448.0,858,"Gort Community School, Gort, Co. Galway",699,"Gortstuckanagh, Gort, Co. Galway, H91 C9K1, Ireland",53.0619121,-8.8121714
700,91499E,Kinsale Community School,Kinsale,Co Cork,,,Cork,Cork County Council,P17R993,MR. FERGAL MC CARTHY,info@kinsalecommunityschool.ie,0214773174,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,535.0,576.0,1111,"Kinsale Community School, Kinsale, Co Cork",700,"kinsale community school, Ballynacubby, Kinsale, Co. Cork, Ireland",51.70442809999999,-8.530442899999999
701,91500J,Loreto Community School,Milford,Co Donegal,,,Donegal,Donegal County Council,F92FK13,MS. MARGARET MARY O'CONNOR,info@loretomilford.net,0749153399,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,384.0,403.0,787,"Loreto Community School, Milford, Co Donegal",701,"Loreto Community School, Convent Rd, Millford, Milford, Co. Donegal, Ireland",55.0889377,-7.709008700000001
702,91501L,Moate Community School,Church Street,Moate,Co Westmeath,,Westmeath,Westmeath County Council,N37DY70,MR. THOMAS PATRICK LOWRY,info@moatecs.com,0906481350,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,431.0,422.0,853,"Moate Community School, Church Street, Moate",702,"Church St, Aghanargit, Moate, Co. Westmeath, N37 DY70, Ireland",53.3967393,-7.7260493
703,91502N,John The Baptist Community School,Hospital,Co Limerick,,,Limerick,Limerick County Council,V35WT25,MRS. NOREEN M RAFFERTY,info@johnthebaptistcs.ie,061383283,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,529.0,566.0,1095,"John The Baptist Community School, Hospital, Co Limerick",703,"Hospital, Barrysfarm, Hospital, Co. Limerick, Ireland",52.4735323,-8.434838
704,91503P,Pobalscoil Inbhear Scéine,Kenmare,Co. Kerry,V93 K580,,Kerry,Kerry County Council,V93K580,MR. DERMOT JOHN HEALY,info@kenmarecs.com,0646640846,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,247.0,247.0,494,"Pobalscoil Inbhear Scéine, Kenmare, Co. Kerry",704,"Railway Rd, Kenmare, Co. Kerry, V93 K580, Ireland",51.8821731,-9.583001699999999
705,91504R,Scoil Phobail Sliabh Luachra,Rathmore,Co. Kerry,,,Kerry,Kerry County Council,P51PR53,MR. DENIS KERINS,admin@spslrathmore.ie,0647758135,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,201.0,189.0,390,"Scoil Phobail Sliabh Luachra, Rathmore, Co. Kerry",705,"Rath More, Rathmore, Co. Kerry, Ireland",52.0797199,-9.246451799999999
706,91505T,St Wolstan's Community School,Ballymakealy,Clane Rd,Celbridge,Co Kildare,Kildare,Kildare County Council,W23RKA9,MS. MARIA BARRY,info@stwolstans.ie,016288257,N,N,N,N,Day,Girls,No subjects taught through Irish,Community,INTER DENOMINATIONAL,721.0,,721,"St Wolstan's Community School, Ballymakealy, Clane Rd",706,"Shackleton Rd, Ballymakealy Lower, Celbridge, Co. Kildare, Ireland",53.3339478,-6.561220199999999
707,91506V,Coláiste Cholmcille,College St,Ballyshannon,Co Donegal,,Donegal,Donegal County Council,F94NW62,MISS CORA FEENEY,cfagan@ccbs.ie,0719858288,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,317.0,319.0,636,"Coláiste Cholmcille, College St, Ballyshannon",707,"College St, Camp, Co. Donegal, Ireland",54.5035032,-8.1840946
708,91508C,Boyne Community School,Trim,Co. Meath,,,Meath,Meath County Council,C15RK79,MS. ELIZABETH CAHILL,info@boynecs.ie,0469481654,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,164.0,661.0,825,"Boyne Community School, Trim, Co. Meath",708,"Dublin Rd, Trim, Co. Meath, Ireland",53.550757,-6.784501
709,91509E,BLACKWATER COMMUNITY SCHOOL,Ballyanchor Road,Lismore,Co Waterford,,Waterford,Waterford County Council,P51N472,MR. DENIS RING,info@blackwatercs.com,05853620,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,382.0,393.0,775,"BLACKWATER COMMUNITY SCHOOL, Ballyanchor Road, Lismore",709,"Lismore, Ballyanchor Road, Co. Waterford, P51 N472, Ireland",52.1351178,-7.940269900000001
710,91510M,St. Colmcille's Community School,Scholarstown Rd,Knocklyon,Dublin 16,,Dublin,South Dublin County Council,D16H298,MR. JOHN MC KENNEDY,info@stcolmcilles.ie,014952888,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,347.0,383.0,730,"St. Colmcille's Community School, Scholarstown Rd, Knocklyon",710,"Scholarstown Rd, Knocklyon, Dublin, Co. Dublin, D16 H298, Ireland",53.2786269,-6.315072
711,91511O,Pobalscoil Chorca Dhuibhne,An Gróbh,Daingean Uí Chúis,Co. Chiarraí,,Kerry,Kerry County Council,V92DR04,UAS. EAMON MAC MUIRIS,em@pcd07.ie,0669150055,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Community,INTER DENOMINATIONAL,187.0,204.0,391,"Pobalscoil Chorca Dhuibhne, An Gróbh, Daingean Uí Chúis",711,"Pobalscoil Chorca Dhuibhne, Spa Rd, Grove, Dingle, Co. Kerry, Ireland",52.143275,-10.2672394
712,91512Q,St Attracta's Community School,Tubbercurry,Co. Sligo,,,Sligo,Sligo County Council,F91KT21,MR. DAVID JOHN MC EVOY,info@stattractas.ie,0719120814,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,350.0,332.0,682,"St Attracta's Community School, Tubbercurry, Co. Sligo",712,"Ballyara, Tubbercurry, Co. Sligo, Ireland",54.05341130000001,-8.7604927
713,91513S,Pobalscoil na Tríonóide,Frogmore,Youghal,Co. Cork,,Cork,Cork County Council,P36Y763,MR. SEAMUS O'CEALLACHAIN,admin@trionoide.ie,02425836,N,N,N,N,Day,Mixed,Some pupils taught all subjects through Irish,Community,INTER DENOMINATIONAL,472.0,505.0,977,"Pobalscoil na Tríonóide, Frogmore, Youghal",713,"Parkmountain, Youghal, Co. Cork, P36 Y763, Ireland",51.95128,-7.873863099999999
714,91514U,GLENAMADDY COMMUNITY SCHOOL,Church Street,Glenamaddy,Via Castlerea,Co. Galway,Galway,Galway County Council,F45KF50,MR. JAMES DUIGNAN,reception@glencs.ie,0949659315,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,209.0,166.0,375,"GLENAMADDY COMMUNITY SCHOOL, Church Street, Glenamaddy",714,"Glenamaddy, Co. Galway, Ireland",53.6078395,-8.5653948
715,91515W,GALLEN COMMUNITY SCHOOL,Main Street,Ferbane,Co. Offaly,,Offaly,Offaly County Council,R42N8P8,MR. GARRETT BUCKLEY,admin@gallencs.com,0906453600,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,179.0,198.0,377,"GALLEN COMMUNITY SCHOOL, Main Street, Ferbane",715,"Lower Main St, Ferbane, Co. Offaly, R42 N8P8, Ireland",53.269388,-7.8285363
716,91516B,SKIBBEREEN COMMUNITY SCHOOL,Skibbereen,Co Cork,,,Cork,Cork County Council,P81P520,MR. ANTON O'MAHONY,info@skibbereencommunityschool.ie,028-51172,N,N,N,N,,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,443.0,425.0,868,"SKIBBEREEN COMMUNITY SCHOOL, Skibbereen, Co Cork",716,"Gortnaclohy, Co. Cork, Ireland",51.55046600000001,-9.2570479
717,91517D,ATHBOY COMMUNITY SCHOOL,ATHBOY,CO MEATH,,,Meath,Meath County Council,C15XY73,UAS. ANTANE DUINNSHLEIBHE,athboycs@eircom.net,0469487894,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,INTER DENOMINATIONAL,250.0,338.0,588,"ATHBOY COMMUNITY SCHOOL, ATHBOY, CO MEATH",717,"Mullaghstones, Athboy, Co. Meath, Ireland",53.6260616,-6.9134088
718,91519H,BALLINAMORE COMMUNITY SCHOOL,BALLINAMORE,CO LEITRIM,,,Leitrim,Leitrim County Council,N41F6A2,MR. DIARMUID MCCAFFREY,office@ballinamorecs.ie,0719644049,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,MULTI DENOMINATIONAL,149.0,174.0,323,"BALLINAMORE COMMUNITY SCHOOL, BALLINAMORE, CO LEITRIM",718,"R202, Kildorragh, Co. Leitrim, Ireland",54.0582796,-7.7926755
719,91530S,KILDARE TOWN COMMUNITY SCHOOL,Dunmurry Road,Kildare Town,Co Kildare,,Kildare,Kildare County Council,R51D288,MR. JOHN PAUL HAYES,info@ktcs.ie,045535228,N,N,N,N,Day,Mixed,No subjects taught through Irish,Community,MULTI DENOMINATIONAL,467.0,458.0,925,"KILDARE TOWN COMMUNITY SCHOOL, Dunmurry Road, Kildare Town",719,"Dunmurry Rd, Crockanure Glebe, Co. Kildare, R51 D288, Ireland",53.169971,-6.9140788
