,Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Local Authority Description,Phone No.,Principal Name,Email,Eircode,Gaeltacht Indicator (Y/N),DEIS (Y/N),Island (Y/N),Irish Classification Description,Ethos Description,Female,Male,Total,School,FullAddress,Latitude,Longitude
2934,20256A,Scoil Náisiúnta Thuar Mhic Éadaigh,Trianláir,Tuarmhicéadaigh,Co. Mhaigh Eo,,Mayo,Mayo County Council,949544088,Ciara Ní Thuathail,snthuarmhiceadaigh@gmail.com,F12CD93,Y,N,N,All subjects through Irish,Catholic,45.0,48.0,93,"Scoil Náisiúnta Thuar Mhic Éadaigh, Trianláir, Tuarmhicéadaigh","Ballynaroon, Glounthaune, Co. Cork, Ireland",51.9139625,-8.3418162
2935,20257C,Scoil Naomh Padraig,Hazelhatch,Celbridge,Co. Kildare,,Kildare,Kildare County Council,851069985,Ann Marie O Halloran,stpatricksnscelbridge@gmail.com,W23Y300,N,N,N,No subjects through Irish,Catholic,187.0,228.0,415,"Scoil Naomh Padraig, Hazelhatch, Celbridge","Ballyroan Cresent, Ballyroan, Dublin 16, D16 A7K7, Ireland",53.2859998,-6.3002261
2936,20258E,Gaelscoil an Bhradáin Feasa,Bóthar an Mhuilinn,Droichead Átha,Co. na Mí,,Meath,Meath County Council,419848667,Siobhán Ní Dhúill,siobhan@gaelscoilanbhradainfeasa.com,A92WY45,N,N,N,All subjects through Irish,Multi Denominational,225.0,212.0,437,"Gaelscoil an Bhradáin Feasa, Bóthar an Mhuilinn, Droichead Átha","Gaelscoil an Bhradáin Feasa, Bóthar an Mhuilinn, Stameen, Drogheda, Co. Meath, A92 WY45, Ireland",53.71102519999999,-6.298367799999999
2937,20259G,St. Francis National School,Rock Road,Blackrock,,,Louth,Louth County Council,429366993,Oreena Lawless,admin@stfrancisns.ie,A91NH0V,N,N,N,No subjects through Irish,Catholic,129.0,160.0,289,"St. Francis National School, Rock Road, Blackrock","Rock Road, Haggardstown, Blackrock, Co. Louth, A91 NH0V, Ireland",53.96449879999999,-6.3788257
2938,20260O,Gaelscoil Chluainín,Sráid an Chaisleáin,Cluainín Uí Ruairc,Co. Liatroma,,Leitrim,Leitrim County Council,719856046,SINEAD ANNE TORSNEY,gaelscoilchluainin@eircom.net,F91PP62,N,N,N,All subjects through Irish,Catholic,37.0,34.0,71,"Gaelscoil Chluainín, Sráid an Chaisleáin, Cluainín Uí Ruairc","Gaelscoil Chluainin, 19-20 Castle St, Manorhamilton, Co. Leitrim, F91 PP62, Ireland",54.3061807,-8.1798326
2939,20261Q,Newtown Junior School,Lower Newtown,Waterford City,,,Waterford,Waterford County Council,51850851,Deirdre McSweeney,office@njs.ie,X91ET86,N,N,N,No subjects through Irish,Quaker,54.0,66.0,120,"Newtown Junior School, Lower Newtown, Waterford City","Newtown Lower, Waterford, Ireland",52.253006,-7.101870300000001
2940,20264W,GAELSCOIL NA BHFILI,Gort Inse Guaire,Co. na Gaillimhe,,,Galway,Galway County Council,91630494,Bríd Ní Dhochartaigh,gaelscoilnabhfili123@gmail.com,H91E0Y3,N,N,N,All subjects through Irish,Multi Denominational,26.0,17.0,43,"GAELSCOIL NA BHFILI, Gort Inse Guaire, Co. na Gaillimhe","Ionad Phobal, Bóthair Inis, Gortstuckanagh, Gort, Co. Galway, Ireland",53.06243,-8.812987
2941,20265B,Gaelscoil Chionn tSáile,An Ceapach,Cionn tSáile,Co. Chorcaí,,Cork,Cork County Council,214773731,Sinéad Ní Mhurchú,eolas@gaelscoilchionntsaile.ie,P17VF84,N,N,N,All subjects through Irish,Catholic,95.0,105.0,200,"Gaelscoil Chionn tSáile, An Ceapach, Cionn tSáile","Cappagh, Kinsale, Co. Cork, Ireland",51.70778319999999,-8.5383772
2942,20267F,Scoil Bhríde Primary School,Killane,Edenderry,Co. Offaly,,Offaly,Offaly County Council,469773451,Kevin Duffy,info@scoilbhrideps.com,R45X951,N,N,N,No subjects through Irish,Catholic,281.0,348.0,629,"Scoil Bhríde Primary School, Killane, Edenderry","Killane, Monasteroris, Edenderry, Co. Offaly, Ireland",53.3380261,-7.0714973
2943,20268H,Adamstown Castle Educate Together National School,Station Road,Adamstown,Co. Dublin,,Dublin,South Dublin County Council,16540088,Thomas Moriarty,office@acetns.ie,K78KT91,N,N,N,No subjects through Irish,Multi Denominational,210.0,228.0,438,"Adamstown Castle Educate Together National School, Station Road, Adamstown","Station Rd, Adamstown, Dublin, Ireland",53.3360905,-6.4600183
2944,20269J,Scoil Chormaic,Scoil Chormaic CNS,Stephenstown,Balbriggan,Co Dublin,Dublin,Fingal County Council,18416948,Deirdre Corcoran,scoilchormaiccns@ddletb.ie,K32AX94,N,N,N,No subjects through Irish,Multi Denominational,282.0,272.0,554,"Scoil Chormaic, Scoil Chormaic CNS, Stephenstown","Stephenstown, Balbriggan, Co. Dublin, K32 AX94, Ireland",53.6049427,-6.20179
2945,20270R,Holy Family Junior School,Aughnaharna,Summerhill,Portlaoise,,Laois,Laois County Council,578688224,Enda Hickey,info@holyfamilyjs.ie,R32CY05,N,N,N,No subjects through Irish,Catholic,320.0,335.0,655,"Holy Family Junior School, Aughnaharna, Summerhill","Aughnaharna, Summerhill, Portlaoise, Co. Laois, R32 CY05, Ireland",53.0299005,-7.276967099999999
2946,20271T,Scoil na Naomh Uilig,Rickardstown,Newbridge,Co. Kildare,,Kildare,Kildare County Council,45434853,Noreen Duggan,office@snu.ie,W12FK10,N,N,N,No subjects through Irish,Catholic,306.0,320.0,626,"Scoil na Naomh Uilig, Rickardstown, Newbridge","Rickardstown, Newbridge, Co. Kildare, Ireland",53.1904145,-6.8086129
2947,20272V,St Mary's National School,Thomastown,Co. Kilkenny,,,Kilkenny,Kilkenny County Council,567724290,Pádhraic Moran,reception@stmarysttown.com,R95FP30,N,N,N,Some subjects through Irish,Catholic,218.0,233.0,451,"St Mary's National School, Thomastown, Co. Kilkenny","Maudlin St, Thomastown, Co. Kilkenny, Ireland",52.5285616,-7.1363657
2948,20273A,S N Chartaigh Naofa,Rahan,Tullamore,Co. Offaly,,Offaly,Offaly County Council,579355393,Mary Cleary,rahannationalschool@gmail.com,R35P263,N,N,N,No subjects through Irish,Catholic,80.0,106.0,186,"S N Chartaigh Naofa, Rahan, Tullamore","Tullybeg, Rahan, Co. Offaly, Ireland",53.2822386,-7.623172599999999
2949,20274C,Esker Educate Together N.S.,The Glebe,Esker Lane,Lucan,Co. Dublin,Dublin,South Dublin County Council,16241462,Colette Kavanagh,office@eskeretns.ie,K78N239,N,Y,N,No subjects through Irish,Multi Denominational,179.0,234.0,413,"Esker Educate Together N.S., The Glebe, Esker Lane","Esker Ln, Glebe, Lucan, Co. Dublin, Ireland",53.3506575,-6.436810299999999
2950,20275E,Scoil Íosa,Convent Hill,Ballina,Co. Mayo,,Mayo,Mayo County Council,9670532,Michael Tunney,info@scoiliosaballina.ie,F26F293,N,Y,N,Some subjects through Irish,Catholic,96.0,89.0,185,"Scoil Íosa, Convent Hill, Ballina","Convent Hill, Ballina, Co. Mayo, Ireland",54.1165743,-9.165055899999999
2951,20277I,St Michaels National School,Cootehill,Co. Cavan,,,Cavan,Cavan County Council,495552008,Norma Sherlock,stmichaelssns.ias@gmail.com,H16P304,N,Y,N,No subjects through Irish,Catholic,132.0,136.0,268,"St Michaels National School, Cootehill, Co. Cavan","Saint Michael's National School, Station Rd, Glebe, Cootehill, Co. Cavan, Ireland",54.0741609,-7.074582899999999
2952,20278K,Newtownmountkennedy Primary School,Newtownmountkennedy,Co. Wicklow,,,Wicklow,Wicklow County Council,12810048,Deirdre lennon,office@newtownprimary.ie,A63FP76,N,Y,N,No subjects through Irish,Catholic,172.0,193.0,365,"Newtownmountkennedy Primary School, Newtownmountkennedy, Co. Wicklow","4 Dublin Rd, Kilmacullagh, Newtown Mount Kennedy, Co. Wicklow, A63 NY91, Ireland",53.0903789,-6.113700499999999
2953,20280U,Newtown NS,Newtown,Abbeyknockmoy,Tuam,Co. Galway,Galway,Galway County Council,9343722,Patrick O'Donovan,principal@newtown-ns.ie,H54P489,N,Y,N,No subjects through Irish,Catholic,89.0,75.0,164,"Newtown NS, Newtown, Abbeyknockmoy","Abbeyknockmoy, Tuam, Co. Galway, H54 P489, Ireland",53.4396996,-8.728894799999999
2954,20281W,St Benedicts and St Marys National School,Grange Park,Raheny,Dublin 5,,Dublin,Dublin City Council,18470202,Jennifer Plunkett,stbenedictsandstmarys@live.ie,D05K4N2,N,Y,N,Some subjects through Irish,Catholic,77.0,64.0,141,"St Benedicts and St Marys National School, Grange Park, Raheny","30-68 Grange Park View, Donaghmede, Dublin 5, D05 FP74, Ireland",53.3884441,-6.164294099999999
2955,20282B,Bracken Educate Together N.S.,Castlelands,Balbriggan,Co. Dublin,,Dublin,Fingal County Council,18496850,Marian Griffin,info@brackenetns.com,K32YE94,N,Y,N,No subjects through Irish,Multi Denominational,196.0,207.0,403,"Bracken Educate Together N.S., Castlelands, Balbriggan","Castleland Park View, Castleland, Balbriggan, Co. Fingal, Ireland",53.6006247,-6.1783021
2956,20289P,St. Cynoc's National School,Ferbane,Co. Offaly,,,Offaly,Offaly County Council,906454249,Helena Kelly,stcynocsns@gmail.com,R42P803,N,N,N,No subjects through Irish,Catholic,92.0,105.0,197,"St. Cynoc's National School, Ferbane, Co. Offaly","Church Street, Ferbane, Co. Offaly, Ireland",53.2724177,-7.830892899999999
2957,20292E,Maynooth Educate Together National School,Celbridge Road,Maynooth,Co. Kildare,,Kildare,Kildare County Council,16106823,Marie Hand,principal@maynoothet.ie,W23P466,N,N,N,No subjects through Irish,Multi Denominational,124.0,160.0,284,"Maynooth Educate Together National School, Celbridge Road, Maynooth","Railpark, Co. Kildare, Ireland",53.3700313,-6.5802201
2958,20294I,Aston Village Educate Together National School,Dunlin Street,Aston Village,Drogheda,Co. Louth,Louth,Louth County Council,419849001,Dermot McCullen,office@astonvillageetns.com,A92DR44,N,N,N,No subjects through Irish,Multi Denominational,192.0,227.0,419,"Aston Village Educate Together National School, Dunlin Street, Aston Village","Dunlin St, Aston Village, Drogheda, Co. Louth, Ireland",53.7314136,-6.3299223
2959,20295K,Carlow Educate Together NS,Bestfield,Athy Road,Carlow,,Carlow,Carlow County Council,599137541,Simon Lewis,siobhan@carloweducatetogether.ie,R93TW74,N,Y,N,No subjects through Irish,Multi Denominational,174.0,187.0,361,"Carlow Educate Together NS, Bestfield, Athy Road","Athy Rd, Bestfield, Carlow Town, Co. Carlow, Ireland",52.8547699,-6.9279286
2960,20300A,Greystones Educate Together National School,Blacklion,Greystones,Co. Wicklow,,Wicklow,Wicklow County Council,12871817,Helen McClelland,contact@greystoneset.ie,A63YE36,N,N,N,No subjects through Irish,Multi Denominational,210.0,255.0,465,"Greystones Educate Together National School, Blacklion, Greystones","Blacklion, Greystones, Co. Wicklow, Ireland",53.15182129999999,-6.085359800000001
2961,20301C,Gaelscoil na gCloch Liath,Blacklion,Greystones,Co. Wicklow,,Wicklow,Wicklow County Council,12010718,Rita Ní Thuathail,rita@gscl.ie,A63AN22,N,N,N,All subjects through Irish,Inter Denominational,222.0,213.0,435,"Gaelscoil na gCloch Liath, Blacklion, Greystones","Blacklion, Coolagad, Blacklion, Co. Wicklow, Ireland",53.1517856,-6.0872288
2962,20302E,Thornleigh Educate Together National School,Thornleigh Green,Applewood Village,Swords,Co. Dublin,Dublin,Fingal County Council,18074969,Paula Carolan,office@thornleighet.com,K67PH68,N,Y,N,No subjects through Irish,Multi Denominational,186.0,169.0,355,"Thornleigh Educate Together National School, Thornleigh Green, Applewood Village","Applewood, Swords, Co. Dublin, Ireland",53.4722057,-6.233788
2963,20303G,Lucan East ETNS,Kishogue Cross,Off Griffeen Avenue,Lucan,County Dublin,Dublin,South Dublin County Council,16212690,Grainne McManus,secretary@lucaneastet.ie,K78FA37,N,Y,N,No subjects through Irish,Multi Denominational,200.0,232.0,432,"Lucan East ETNS, Kishogue Cross, Off Griffeen Avenue","Kishogue Cross, Griffeen Avenue, Kishoge, Lucan, Co. Dublin, Ireland",53.3383042,-6.432605499999999
2964,20304I,St. Francis of Assisi National School,Belmayne Avenue,Balgriffin,Dublin 13,,Dublin,Dublin City Council,18296007,Assumpta Kerins,office@stfrancispsbelmayne.com,D13P5VY,N,N,N,No subjects through Irish,Catholic,229.0,226.0,455,"St. Francis of Assisi National School, Belmayne Avenue, Balgriffin","Balgriffin, Belmayne, Howth, Dublin, Ireland",53.4051578,-6.170372800000001
2965,20307O,Skerries Educate Together National School,Kellys Bay,Skerries,Co. Dublin,,Dublin,Fingal County Council,18494050,Tomás Hickey,admin@skerrieseducatetogether.ie,K34CX46,N,Y,N,No subjects through Irish,Multi Denominational,175.0,195.0,370,"Skerries Educate Together National School, Kellys Bay, Skerries","Kelly's Bay Dr, Barnageeragh Cove, Skerries, Co. Dublin, K34 CX46, Ireland",53.583489,-6.134741699999999
2966,20308Q,Belmayne Educate Together National School,Belmayne Avenue,Dublin 13,,,Dublin,Dublin City Council,18296980,Sinéad O'Meara,office@belmayne-etns.ie,D13DA58,N,Y,N,No subjects through Irish,Multi Denominational,221.0,216.0,437,"Belmayne Educate Together National School, Belmayne Avenue, Dublin 13","Belmayne North, Donaghmede, Dublin 13, Ireland",53.4048048,-6.168488300000001
2967,20309S,Mary Mother of Hope Junior National School,St Charles Houben Building,Littlepace,Clonee,Dublin 15,Dublin,Fingal County Council,16405655,Alma Moran,info@hopejns.ie,D15TA49,N,N,N,No subjects through Irish,Catholic,189.0,253.0,442,"Mary Mother of Hope Junior National School, St Charles Houben Building, Littlepace","St Charles Houben Building, Littlepace Gallops, Huntstown, Dublin 15, Ireland",53.4048203,-6.4240013
2968,20310D,Educate Together Carrigaline,Kilnagleary,Carrigaline,Co. Cork,,Cork,Cork County Council,214375616,Imelda Thornton,secretary@cetns.org,P43YX86,N,N,N,No subjects through Irish,Multi Denominational,217.0,254.0,471,"Educate Together Carrigaline, Kilnagleary, Carrigaline","Kilnagleary, Kilnaglery, Carrigaline, Co. Cork, Ireland",51.80959,-8.382997999999999
2969,20312H,Raheen Wood Community National School,Raheen Road,Tuamgraney,,,Clare,Clare County Council,61921494,Alan Tuohy,info@raheenwood.org,V94RW32,N,N,N,No subjects through Irish,Multi Denominational,48.0,45.0,93,"Raheen Wood Community National School, Raheen Road, Tuamgraney","Raheen Rd, Raheen, Scarriff, Co. Clare, Ireland",52.8928521,-8.519742599999999
2970,20313J,Mol an Óige Community National School,Glencree,Ennistymon,Co. Clare,,Clare,Clare County Council,657072814,Orla Cotter,molanoigens@gmail.com,V95D372,N,Y,N,No subjects through Irish,Multi Denominational,50.0,58.0,108,"Mol an Óige Community National School, Glencree, Ennistymon","Ennistimon, Co. Clare, Ireland",52.940372,-9.2934951
2971,20326S,Kilcolgan Educate Together NS,Kilcornan,Clarinbridge,Co. Galway,,Galway,Galway County Council,91776595,Anna Eagleton,info@kilcolganetns.com,H91Y7HR,N,N,N,No subjects through Irish,Multi Denominational,100.0,119.0,219,"Kilcolgan Educate Together NS, Kilcornan, Clarinbridge","Kilcornan, Clarinbridge, Co. Galway, Ireland",53.23080059999999,-8.8612568
2972,20327U,Gaelscoil Lorgan,Baile na Lorgan,Co. Mhuineacháin,,,Monaghan,Monaghan County Council,429795638,Michelle Uí Mháirtín,gaelscoillorgan@eircom.net,A75Y278,N,N,N,All subjects through Irish,Inter Denominational,66.0,80.0,146,"Gaelscoil Lorgan, Baile na Lorgan, Co. Mhuineacháin","Moraghy, Castleblayney, Co. Monaghan, Ireland",54.120659,-6.7397374
2973,20332N,Gaelscoil Éadan Doire,Cill Anna,Éadan Doire,Co Uíbh Fhailí,,Offaly,Offaly County Council,469773322,Dónal Ó Grádaigh,gaelscoileadandoire@gmail.com,R45ED89,N,N,N,All subjects through Irish,Catholic,51.0,50.0,101,"Gaelscoil Éadan Doire, Cill Anna, Éadan Doire","Gaelscoil Éadan Doire, Killane, Monasteroris, Edenderry, Co. Offaly, R45 ED89, Ireland",53.3389147,-7.0716098
2974,20333P,Wexford Educate Together National School,Whitemill,Clonard,Wexford,,Wexford,Wexford County Council,539184573,Maria Caesar,secretary@wexfordetns.ie,Y35C520,N,N,N,No subjects through Irish,Multi Denominational,81.0,90.0,171,"Wexford Educate Together National School, Whitemill, Clonard","Whitemill North, Wexford, Ireland",52.32844559999999,-6.487996099999999
2975,20334R,Gaelscoil Ros Eo,Gaelscoil Ros Eo,CLG Naomh Maur,Ros Eo,Co. Bhaile Átha Cliath,Dublin,Fingal County Council,18949767,TIM Ó TUACHAIGH,priomhoide@gaelscoilroseo.com,K56C867,N,N,N,All subjects through Irish,Multi Denominational,106.0,110.0,216,"Gaelscoil Ros Eo, Gaelscoil Ros Eo, CLG Naomh Maur","Gaelscoil Ros Eo, St Maurs Gaa, Rush, Co, Rush Demesne, Dublin, Co. Fingal, Ireland",53.531993,-6.105555
2976,20335T,Scoil Phadraig Naofa,Foxwood,Rochestown,Co. Cork,,Cork,Cork County Council,214368499,Micheál Ó Riain,info@rochestownns.ie,T12HX79,N,N,N,No subjects through Irish,Catholic,224.0,255.0,479,"Scoil Phadraig Naofa, Foxwood, Rochestown","Foxwood, Rochestown, Cork, Ireland",51.8686221,-8.4038589
2977,20336V,Midleton Educate Together School,Broomfield West,Mill Road,Midleton,Co. Cork,Cork,Cork County Council,214634563,Rhodri Mears,info@midletonet.com,P25NH94,N,N,N,No subjects through Irish,Multi Denominational,260.0,282.0,542,"Midleton Educate Together School, Broomfield West, Mill Road","Mill Rd, Broomfield West, Midleton, Co. Cork, Ireland",51.92777479999999,-8.1828366
2978,20337A,Edenmore N.S.,Emyvale,Co Monaghan,,,Monaghan,Monaghan County Council,4787618,Barry Cuddy,principal@edenmoreschool.com,H18WY26,N,N,N,Some subjects through Irish,Catholic,82.0,74.0,156,"Edenmore N.S., Emyvale, Co Monaghan","Emyvale, Rarutagh, Edenmore, Co. Monaghan, Ireland",54.330499,-6.9940789
2979,20338C,Holy Child National School,Larkhill Road,Whitehall,Dublin 9,,Dublin,Dublin City Council,18375870,Sarah Reilly,office@holychildns.ie,D09YR59,N,N,N,No subjects through Irish,Catholic,322.0,84.0,406,"Holy Child National School, Larkhill Road, Whitehall","Larkhill Rd, Whitehall, Dublin 9, D09 AE78, Ireland",53.3859296,-6.2450322
2980,20339E,RÉALT NA MARA SCHOOL,Mill Street,Dundalk,Co. Louth,,Louth,Louth County Council,429327230,Phil McCaul,realtnamarass@eircom.net,A91TD3H,N,N,N,No subjects through Irish,Catholic,224.0,242.0,466,"RÉALT NA MARA SCHOOL, Mill Street, Dundalk","Realt Na Mara School, Mill St, Townparks, Dundalk, Co. Louth, Ireland",54.0068036,-6.3905845
2981,20345W,S N Leitir Meallain,Leitir Meallain,Co na Gaillimhe,,,Galway,Galway County Council,91551374,BRID NI LIATHAIN,snleitirm@gmail.com,H91RX45,Y,Y,N,All subjects through Irish,Catholic,16.0,16.0,32,"S N Leitir Meallain, Leitir Meallain, Co na Gaillimhe","Lettermullan, Co. Galway, Ireland",53.24180579999999,-9.73263
2982,20346B,Kilcoole Primary School,Main Street,Kilcoole,Co. Wicklow,,Wicklow,Wicklow County Council,12874649,Joanne McDonagh,kilcooleprimaryschool@gmail.com,A63XT71,N,N,N,No subjects through Irish,Catholic,290.0,320.0,610,"Kilcoole Primary School, Main Street, Kilcoole","St Brigids Buildings, Kilcoole, Co. Wicklow, Ireland",53.1109944,-6.0677565
2983,20347D,Portlaoise Educate Together NS,Summerhill Downs,Stradbally Road,Portlaoise,Co. Laois,Laois,Laois County Council,578664823,Sinead Ahern,office@petns.ie,R32HX45,N,N,N,No subjects through Irish,Multi Denominational,189.0,224.0,413,"Portlaoise Educate Together NS, Summerhill Downs, Stradbally Road","Downs, Co. Laois, Ireland",53.0287288,-7.2841027
2984,20348F,Holywell Educate Together National School,Holywell Road,Nevinstown,Swords,Co. Dublin,Dublin,Fingal County Council,14444386,Maria Boyne,principal@holywelletns.ie,K67AP99,N,N,N,No subjects through Irish,Multi Denominational,317.0,360.0,677,"Holywell Educate Together National School, Holywell Road, Nevinstown","Holywell, Swords, Co. Dublin, K67 AP99, Ireland",53.4445361,-6.2082405
2985,20349H,SCOIL OILIBHÉIR NAOFA,Ballymakenny Road,Drogheda,Co. Louth,,Louth,Louth County Council,419804578,Catherine Tiernan Bell,office@stoliversprimary.ie,A92NV26,N,N,N,No subjects through Irish,Catholic,200.0,240.0,440,"SCOIL OILIBHÉIR NAOFA, Ballymakenny Road, Drogheda","Ballymakenny Rd, Greenbatter, Drogheda, Co. Louth, Ireland",53.73215339999999,-6.3448422
2986,20350P,Merlin Woods Primary School,Doughiska Road,Doughiska,Galway,,Galway,Galway City Council,91761676,Paula O'Connor,merlinwoodsprimaryschool@gmail.com,H91D7VH,N,N,N,No subjects through Irish,Catholic,213.0,238.0,451,"Merlin Woods Primary School, Doughiska Road, Doughiska","Doughiska Rd, Galway, Ireland",53.2828157,-8.9838373
2987,20351R,Naas Community National School,Craddockstown Road,Naas,Co. Kildare,,Kildare,Kildare County Council,45875311,Paul Ennis,admin@naascns.ie,W91HF68,N,N,N,No subjects through Irish,Multi Denominational,130.0,123.0,253,"Naas Community National School, Craddockstown Road, Naas","Craddockstown Education Campus, Craddockstown Rd, Cradockstown North, Naas, Co. Kildare, W91 HF68, Ireland",53.2069454,-6.6509949
2988,20352T,ARD Rí COMMUNITY NATIONAL SCHOOL,Balreask Old,Navan,Co. Meath,,Meath,Meath County Council,871341007,Darragh Roe,Droe@lmetb.ie,C15D340,Y,N,N,No subjects through Irish,Multi Denominational,129.0,131.0,260,"ARD Rí COMMUNITY NATIONAL SCHOOL, Balreask Old, Navan","c/o Navan RFC, Balreask Old, Navan, Co. Meath, C15 D340, Ireland",53.6382005,-6.6712246
2989,20353V,St Coleman's National School,Stradbally,Co. Laois,,,Laois,Laois County Council,578625348,Andy Hanrahan,stradballyschool@gmail.com,R32VR84,N,N,N,Some subjects through Irish,Catholic,139.0,134.0,273,"St Coleman's National School, Stradbally, Co. Laois","Stradbally, Kylebeg, Stradbally, Co. Laois, Ireland",53.01430089999999,-7.144708
2990,20355C,Holy Trinity National School,Rocklow Road,Fethard,Co Tipperary,,Tipperary,Tipperary (Sr) County Council,526131493,Triona Morrisson,rocklowprincipal@gmail.com,E91TD43,N,N,N,No subjects through Irish,Catholic,116.0,104.0,220,"Holy Trinity National School, Rocklow Road, Fethard","Rocklow Rd, Fethard, Co. Tipperary, Ireland",52.4688764,-7.6987036
2991,20382F,Gaelscoil na Mí,Campas Oideachais Chill Dhéagláin,Cill Dhéagláin,Co. na Mí,,Meath,Meath County Council,18353480,Fionnuala Nic Cába,gaelscoilnami@gmail.com,A84R667,N,N,N,All subjects through Irish,Multi Denominational,182.0,143.0,325,"Gaelscoil na Mí, Campas Oideachais Chill Dhéagláin, Cill Dhéagláin","Ashbourne Education Campus, Killegland, Ashbourne, Co. Meath, Ireland",53.5112442,-6.4125431
